TIMESTAMP,solar_TIMESTAMP,DEU_STE_2P3_Fsy_Jt_1,DEU_STE_2P3_Fsy_Jt_2,DEU_STE_2P3_Fsy_Jt_3,DEU_STE_2P3_Fsy_Jt_4,DEU_STE_2P3_Fsy_Jt_5,DEU_STE_2P3_Fsy_Jt_6,DEU_STE_2P3_Fsy_Jt_7,DEU_STE_2P3_Fsy_Jt_8,DEU_STE_2P3_Fsy_Jt_9,DEU_STE_2P3_Fsy_Jt_10
2001-12-31T23:00:00Z,2001-12-31T23:47:57Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-01T00:00:00Z,2002-01-01T00:47:25Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-01T01:00:00Z,2002-01-01T01:47:25Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-01T02:00:00Z,2002-01-01T02:47:25Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-01T03:00:00Z,2002-01-01T03:47:25Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-01T04:00:00Z,2002-01-01T04:47:25Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-01T05:00:00Z,2002-01-01T05:47:25Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-01T06:00:00Z,2002-01-01T06:47:25Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-01T07:00:00Z,2002-01-01T07:47:25Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-01T08:00:00Z,2002-01-01T08:47:25Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-01T09:00:00Z,2002-01-01T09:47:25Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-01T10:00:00Z,2002-01-01T10:47:25Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-01T11:00:00Z,2002-01-01T11:47:25Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-01T12:00:00Z,2002-01-01T12:47:25Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-01T13:00:00Z,2002-01-01T13:47:25Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-01T14:00:00Z,2002-01-01T14:47:25Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-01T15:00:00Z,2002-01-01T15:47:25Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-01T16:00:00Z,2002-01-01T16:47:25Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-01T17:00:00Z,2002-01-01T17:47:25Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-01T18:00:00Z,2002-01-01T18:47:25Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-01T19:00:00Z,2002-01-01T19:47:25Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-01T20:00:00Z,2002-01-01T20:47:25Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-01T21:00:00Z,2002-01-01T21:47:25Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-01T22:00:00Z,2002-01-01T22:47:25Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-01T23:00:00Z,2002-01-01T23:47:25Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-02T00:00:00Z,2002-01-02T00:47:00Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-02T01:00:00Z,2002-01-02T01:47:00Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-02T02:00:00Z,2002-01-02T02:47:00Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-02T03:00:00Z,2002-01-02T03:47:00Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-02T04:00:00Z,2002-01-02T04:47:00Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-02T05:00:00Z,2002-01-02T05:47:00Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-02T06:00:00Z,2002-01-02T06:47:00Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-02T07:00:00Z,2002-01-02T07:47:00Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-02T08:00:00Z,2002-01-02T08:47:00Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-02T09:00:00Z,2002-01-02T09:47:00Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-02T10:00:00Z,2002-01-02T10:47:00Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-02T11:00:00Z,2002-01-02T11:47:00Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-02T12:00:00Z,2002-01-02T12:47:00Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-02T13:00:00Z,2002-01-02T13:47:00Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-02T14:00:00Z,2002-01-02T14:47:00Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-02T15:00:00Z,2002-01-02T15:47:00Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-02T16:00:00Z,2002-01-02T16:47:00Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-02T17:00:00Z,2002-01-02T17:47:00Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-02T18:00:00Z,2002-01-02T18:47:00Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
2002-01-02T19:00:00Z,2002-01-02T19:47:00Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED
