TIMESTAMP,solar_TIMESTAMP,ta,rh,vpd,ppfd_in,ws,precip,sw_in,ext_rad
2009-06-02T14:00:00Z,2009-06-02T23:47:47Z,8.9,100,0,0,0,0.2,0,0
2009-06-02T14:30:00Z,2009-06-03T00:17:37Z,9.1,100,0,0,0,0,0,0
2009-06-02T14:59:59Z,2009-06-03T00:47:36Z,9.1,100,0,0,0,0.4,0,0
2009-06-02T15:30:00Z,2009-06-03T01:17:37Z,9.1,100,0,0,0,0.8,0,0
2009-06-02T16:00:00Z,2009-06-03T01:47:37Z,9.1,100,0,0,0,0.2,0,0
2009-06-02T16:29:59Z,2009-06-03T02:17:36Z,9.1,100,0,0,0,0,0,0
2009-06-02T17:00:00Z,2009-06-03T02:47:37Z,9.1,100,0,0,0,0,0,0
2009-06-02T17:30:00Z,2009-06-03T03:17:37Z,9.1,100,0,0,0,0.2,0,0
2009-06-02T17:59:59Z,2009-06-03T03:47:36Z,9.1,100,0,0,0,0,0,0
2009-06-02T18:30:00Z,2009-06-03T04:17:37Z,9.1,100,0,0,0,0,0,0
2009-06-02T19:00:00Z,2009-06-03T04:47:37Z,9.1,100,0,0,0,0,0,0
2009-06-02T19:29:59Z,2009-06-03T05:17:36Z,8.9,100,0,0,0,0,0,0
2009-06-02T20:00:00Z,2009-06-03T05:47:37Z,8.6,100,0,0,0,0,0,0
2009-06-02T20:30:00Z,2009-06-03T06:17:37Z,8.4,100,0,0,0,0,0,0
2009-06-02T20:59:59Z,2009-06-03T06:47:36Z,8.6,100,0,0,0,0,0,0
2009-06-02T21:30:00Z,2009-06-03T07:17:37Z,8.6,100,0,0,0,0,0,31.750926984923062
2009-06-02T22:00:00Z,2009-06-03T07:47:37Z,8.9,100,0,0,0,0,0,149.58009982941874
2009-06-02T22:29:59Z,2009-06-03T08:17:36Z,9.3,100,0,19,0,0,8.987,259.6180899464726
2009-06-02T23:00:00Z,2009-06-03T08:47:37Z,9.8,100,0,28,0,0,13.244,360.15753716567195
2009-06-02T23:30:00Z,2009-06-03T09:17:37Z,10.3,100,0,47,0,0,22.230999999999998,449.3035989654239
2009-06-02T23:59:59Z,2009-06-03T09:47:36Z,11,100,0,75,0,0,35.475,525.5514203882136
2009-06-03T00:30:00Z,2009-06-03T10:17:37Z,11,100,0,38,0,0,17.974,587.7117019275439
2009-06-03T01:00:00Z,2009-06-03T10:47:37Z,12,100,0,66,0,0,31.218,634.606096554206
2009-06-03T01:29:59Z,2009-06-03T11:17:36Z,13.4,100,0,170,0,0,80.41,665.4583903783267
2009-06-03T02:00:00Z,2009-06-03T11:47:37Z,13.9,100,0,170,0,0,80.41,679.7783621129466
2009-06-03T02:30:00Z,2009-06-03T12:17:37Z,12.9,93.7,0.09340645593198554,141,0.2,0,66.693,677.283510502749
2009-06-03T02:59:59Z,2009-06-03T12:47:36Z,12.9,93.3,0.0993370245625879,141,0.1,0,66.693,658.0444058168786
2009-06-03T03:30:00Z,2009-06-03T13:17:37Z,11.7,92.9,0.09730684604827668,94,0.3,0,44.461999999999996,622.3445182522066
2009-06-03T04:00:00Z,2009-06-03T13:47:37Z,12,97.6,0.033547859296625224,66,0,0,31.218,570.8401891754106
2009-06-03T04:29:59Z,2009-06-03T14:17:36Z,12,98,0.027956549413854292,57,0,0,26.961,504.43803029122404
2009-06-03T05:00:00Z,2009-06-03T14:47:37Z,12.2,98.8,0.016995571166377677,57,0,0.2,26.961,424.1520559884186
2009-06-03T05:30:00Z,2009-06-03T15:17:37Z,11.5,99.2,0.010820597722869366,38,0,0,17.974,331.4775496687055
2009-06-03T05:59:59Z,2009-06-03T15:47:36Z,11.2,100,0,28,0,0,13.244,228.0191714002156
